,fecha,region,provincia,dia_semana,mes,anio,rango_hora,tipo_via,sexo,grupo_edad,condicion_victima,tipo_accidente,medio_trans
0,2007-01-28,1,9,6,1,2007,10,99,1,5,9,1,2
1,2007-01-28,1,9,7,1,2007,1,4,1,12,9,1,2
2,2007-02-28,1,9,4,2,2007,11,4,1,4,9,1,2
3,2007-02-28,1,9,1,2,2007,6,99,1,1,9,3,25
4,2007-03-28,1,9,4,3,2007,10,4,1,5,9,1,2
5,2007-03-28,1,9,1,3,2007,1,4,1,10,9,1,2
6,2007-03-28,1,9,7,3,2007,9,4,1,4,9,4,4
7,2007-03-28,1,9,4,3,2007,8,4,1,4,9,5,2
8,2007-03-28,1,9,7,3,2007,4,4,1,6,9,1,2
9,2007-03-28,1,9,4,3,2007,7,4,1,13,9,1,2
10,2007-03-28,1,9,7,3,2007,4,99,1,8,9,5,2
11,2007-03-28,1,9,4,3,2007,7,99,1,9,9,5,2
12,2007-04-28,1,9,6,4,2007,9,4,1,5,9,1,2
13,2007-04-28,1,9,1,4,2007,7,4,1,14,9,1,2
14,2007-05-28,1,9,4,5,2007,5,3,1,99,9,1,2
15,2007-05-28,1,9,3,5,2007,8,4,1,99,9,1,2
16,2007-05-28,1,9,4,5,2007,3,4,1,12,9,1,2
17,2007-06-28,1,9,5,6,2007,9,4,1,8,9,1,2
18,2007-06-28,1,9,4,6,2007,12,4,1,6,9,1,2
19,2007-06-28,1,9,4,6,2007,6,1,1,11,9,1,2
20,2007-07-28,1,9,1,7,2007,4,4,1,7,9,1,2
21,2007-07-28,1,9,7,7,2007,5,4,1,4,9,4,3
22,2007-07-28,1,9,1,7,2007,6,99,1,12,9,4,3
23,2007-07-28,1,9,1,7,2007,6,4,1,5,9,6,2
24,2007-08-28,1,9,5,8,2007,4,4,1,11,9,1,2
25,2007-08-28,1,9,5,8,2007,9,4,1,4,9,1,2
26,2007-08-28,1,9,7,8,2007,4,4,1,11,9,5,2
27,2007-09-28,1,9,6,9,2007,5,2,1,10,9,1,2
28,2007-09-28,1,9,7,9,2007,5,4,1,6,9,2,1
29,2007-09-28,1,9,1,9,2007,6,4,1,12,9,5,2
30,2007-09-28,1,9,7,9,2007,9,2,1,9,9,1,2
31,2007-09-28,1,9,7,9,2007,4,2,1,6,9,1,2
32,2007-10-28,1,9,2,10,2007,5,4,1,99,9,1,2
33,2007-10-28,1,9,4,10,2007,7,4,1,4,9,1,2
34,2007-10-28,1,9,1,10,2007,9,4,1,10,9,5,2
35,2007-10-28,1,9,6,10,2007,11,4,1,6,9,1,2
36,2007-11-28,1,9,7,11,2007,8,4,1,10,9,3,25
37,2007-12-28,1,9,4,12,2007,6,4,1,13,9,3,25
38,2007-12-28,1,9,6,12,2007,4,4,1,4,9,1,2
39,2008-01-28,1,9,7,1,2008,6,4,1,6,9,5,2
40,2008-01-28,1,9,1,1,2008,11,2,1,14,9,3,25
41,2008-02-28,1,9,6,2,2008,7,4,1,4,9,1,2
42,2008-02-28,1,9,2,2,2008,5,4,1,4,9,1,2
43,2008-03-28,1,9,6,3,2008,3,3,1,7,9,1,2
44,2008-03-28,1,9,7,3,2008,12,4,1,1,9,1,8
45,2008-03-28,1,9,6,3,2008,9,4,1,9,9,1,3
46,2008-03-28,1,9,7,3,2008,7,4,1,7,9,5,2
47,2008-03-28,1,9,1,3,2008,7,4,1,8,9,1,2
48,2008-04-28,1,9,7,4,2008,9,4,1,11,9,4,3
49,2008-05-28,1,9,7,5,2008,11,4,1,7,9,1,2
50,2008-06-28,1,9,6,6,2008,11,99,1,10,9,1,2
51,2008-06-28,1,9,4,6,2008,4,4,1,10,9,1,2
52,2008-07-28,1,9,1,7,2008,99,3,2,5,9,2,1
53,2008-07-28,1,9,1,7,2008,99,3,1,5,9,2,1
54,2008-07-28,1,9,1,7,2008,99,99,1,6,9,5,1
55,2008-07-28,1,9,1,7,2008,99,99,1,9,9,5,1
56,2008-07-28,1,9,3,7,2008,10,4,1,14,9,3,25
57,2008-07-28,1,9,2,7,2008,12,1,2,5,9,1,2
58,2008-07-28,1,9,2,7,2008,10,4,1,3,9,1,2
59,2008-08-28,1,9,6,8,2008,6,3,2,13,9,3,25
60,2008-08-28,1,9,7,8,2008,8,99,1,14,9,3,25
61,2008-09-28,1,9,6,9,2008,6,4,1,4,9,2,1
62,2008-09-28,1,9,6,9,2008,11,1,1,12,9,3,25
63,2008-09-28,1,9,7,9,2008,9,4,1,7,9,5,2
64,2008-10-28,1,9,5,10,2008,5,4,1,6,9,5,2
65,2008-10-28,1,9,6,10,2008,8,4,2,5,9,1,2
66,2008-11-28,1,9,4,11,2008,6,4,2,7,9,3,25
67,2008-11-28,1,9,4,11,2008,4,4,1,5,9,3,25
68,2008-11-28,1,9,3,11,2008,6,4,1,6,9,1,2
69,2008-11-28,1,9,6,11,2008,10,4,1,8,9,1,2
70,2008-12-28,1,9,3,12,2008,11,4,1,4,9,1,2
71,2008-12-28,1,9,4,12,2008,9,3,1,10,9,1,2
72,2008-12-28,1,9,2,12,2008,9,3,1,9,9,1,2
73,2008-12-28,1,9,4,12,2008,10,4,1,12,9,1,2
74,2009-01-28,1,9,4,1,2009,9,4,1,5,9,1,2
75,2009-01-28,1,9,5,1,2009,10,3,1,14,9,3,25
76,2009-01-28,1,9,7,1,2009,10,4,1,10,9,1,2
77,2009-02-28,1,9,3,2,2009,4,4,1,9,9,1,2
78,2009-02-28,1,9,6,2,2009,9,4,1,12,9,5,2
79,2009-03-28,1,9,4,3,2009,5,4,1,14,9,3,25
80,2009-03-28,1,9,7,3,2009,6,4,1,9,9,1,2
81,2009-03-28,1,9,1,3,2009,6,4,1,7,9,1,2
82,2009-03-28,1,9,1,3,2009,11,4,1,11,9,3,25
83,2009-04-28,1,9,7,4,2009,3,2,2,5,9,3,25
84,2009-04-28,1,9,4,4,2009,11,2,1,5,9,1,2
85,2009-04-28,1,9,1,4,2009,10,4,1,10,9,1,2
86,2009-04-28,1,9,7,4,2009,6,4,1,2,9,1,2
87,2009-04-28,1,9,7,4,2009,6,4,1,6,9,1,2
88,2009-04-28,1,9,7,4,2009,6,4,1,8,9,1,2
89,2009-05-28,1,9,1,5,2009,11,4,1,6,9,5,2
90,2009-05-28,1,9,3,5,2009,6,4,1,7,9,5,2
91,2009-05-28,1,9,7,5,2009,6,4,1,5,9,1,2
92,2009-06-28,1,9,6,6,2009,11,4,1,13,9,3,25
93,2009-06-28,1,9,3,6,2009,6,4,1,13,9,3,25
94,2009-07-28,1,9,3,7,2009,12,2,1,7,9,1,2
95,2009-07-28,1,9,1,7,2009,11,4,1,6,9,1,2
96,2009-08-28,1,9,2,8,2009,2,4,1,7,9,5,2
97,2009-08-28,1,9,7,8,2009,10,4,1,7,9,2,3
98,2009-08-28,1,9,7,8,2009,12,4,2,11,9,3,25
99,2009-09-28,1,9,7,9,2009,2,4,1,5,9,1,2
100,2009-09-28,1,9,7,9,2009,2,4,2,3,9,3,25
101,2009-09-28,1,9,1,9,2009,2,4,1,99,9,6,2
102,2009-09-28,1,9,5,9,2009,8,4,2,14,9,1,2
103,2009-09-28,1,9,2,9,2009,8,4,1,13,9,1,2
104,2009-10-28,1,9,7,10,2009,10,2,1,14,9,1,2
105,2009-10-28,1,9,3,10,2009,7,4,2,14,9,3,25
106,2009-11-28,1,9,7,11,2009,12,2,1,6,9,5,2
107,2009-11-28,1,9,7,11,2009,7,4,1,6,9,5,2
108,2009-11-28,1,9,1,11,2009,8,4,1,7,9,1,2
109,2009-11-28,1,9,4,11,2009,9,3,1,8,9,3,25
110,2009-11-28,1,9,1,11,2009,11,4,1,5,9,1,2
111,2009-11-28,1,9,6,11,2009,6,4,1,6,9,1,2
112,2009-12-28,1,9,2,12,2009,10,3,2,4,9,3,25
113,2009-12-28,1,9,7,12,2009,3,2,1,6,9,1,8
114,2009-12-28,1,9,7,12,2009,3,2,1,6,9,1,8
115,2009-12-28,1,9,6,12,2009,4,4,1,99,9,1,2
116,2009-12-28,1,9,4,12,2009,10,2,1,9,9,1,2
117,2010-01-28,1,9,7,1,2010,10,3,1,4,9,1,2
118,2010-01-28,1,9,7,1,2010,10,3,1,5,9,1,2
119,2010-02-28,1,9,6,2,2010,2,3,1,13,9,3,25
120,2010-03-28,1,9,6,3,2010,6,4,1,10,9,1,2
121,2010-03-28,1,9,2,3,2010,11,2,1,7,9,1,8
122,2010-04-28,1,9,5,4,2010,10,3,1,9,9,1,2
123,2010-04-28,1,9,7,4,2010,1,4,1,11,9,1,2
124,2010-05-28,1,9,1,5,2010,8,3,1,5,9,1,2
125,2010-05-28,1,9,3,5,2010,6,4,1,4,9,3,25
126,2010-05-28,1,9,6,5,2010,5,4,1,6,9,1,2
127,2010-05-28,1,9,6,5,2010,5,4,1,5,9,3,25
128,2010-05-28,1,9,6,5,2010,7,4,1,6,9,5,2
129,2010-06-28,1,9,4,6,2010,9,3,2,2,9,3,25
130,2010-08-28,1,9,1,8,2010,3,4,1,9,9,1,2
131,2010-08-28,1,9,1,8,2010,3,4,1,99,9,1,2
132,2010-08-28,1,9,2,8,2010,9,1,1,11,9,1,2
133,2010-08-28,1,9,6,8,2010,10,4,1,11,9,1,2
134,2010-10-28,1,9,4,10,2010,8,4,2,14,9,3,25
135,2010-10-28,1,9,7,10,2010,6,3,1,3,9,1,2
136,2010-10-28,1,9,7,10,2010,6,3,1,99,9,1,2
137,2010-10-28,1,9,7,10,2010,8,3,1,4,9,1,2
138,2010-11-28,1,9,3,11,2010,7,3,2,6,9,1,1
139,2010-12-28,1,9,7,12,2010,5,4,1,4,9,1,2
140,2010-12-28,1,9,4,12,2010,2,4,1,5,9,2,3
141,2010-12-28,1,9,5,12,2010,11,4,1,8,9,1,2
142,2011-01-28,1,9,6,1,2011,1,3,1,6,9,1,2
143,2011-01-28,1,9,6,1,2011,3,4,1,4,9,1,2
144,2011-01-28,1,9,7,1,2011,10,4,1,14,9,3,25
145,2011-01-28,1,9,1,1,2011,12,4,1,4,9,1,2
146,2011-01-28,1,9,4,1,2011,9,4,1,10,9,1,2
147,2011-01-28,1,9,7,1,2011,3,2,1,6,9,5,2
148,2011-01-28,1,9,6,1,2011,8,3,1,4,9,1,2
149,2011-01-28,1,9,1,1,2011,9,4,1,7,9,5,2
150,2011-02-28,1,9,7,2,2011,1,4,1,8,9,3,25
151,2011-02-28,1,9,2,2,2011,4,1,1,6,9,1,2
152,2011-02-28,1,9,7,2,2011,8,3,1,6,9,1,2
153,2011-03-28,1,9,3,3,2011,8,4,1,14,9,3,25
154,2011-03-28,1,9,7,3,2011,2,4,2,5,9,2,1
155,2011-03-28,1,9,3,3,2011,10,1,1,9,9,1,2
156,2011-04-28,1,9,7,4,2011,12,4,1,9,9,1,2
157,2011-04-28,1,9,6,4,2011,12,1,1,6,9,1,2
158,2011-05-28,1,9,7,5,2011,10,1,1,99,9,1,2
159,2011-05-28,1,9,6,5,2011,9,4,1,6,9,1,2
160,2011-05-28,1,9,7,5,2011,8,4,1,10,9,3,25
161,2011-07-28,1,9,3,7,2011,1,4,2,99,9,2,8
162,2011-07-28,1,9,3,7,2011,1,4,1,5,9,2,8
163,2011-08-28,1,9,1,8,2011,1,1,2,4,9,1,2
164,2011-08-28,1,9,1,8,2011,7,4,1,9,9,1,2
165,2011-08-28,1,9,6,8,2011,11,2,1,7,9,1,2
166,2011-08-28,1,9,1,8,2011,1,3,1,8,9,1,2
167,2011-08-28,1,9,3,8,2011,1,3,1,7,9,5,2
168,2011-09-28,1,9,6,9,2011,3,4,1,9,9,2,99
169,2011-10-28,1,9,7,10,2011,2,4,1,4,9,1,2
170,2011-10-28,1,9,6,10,2011,6,3,1,5,9,1,2
171,2011-10-28,1,9,7,10,2011,12,3,1,10,9,5,2
172,2011-11-28,1,9,1,11,2011,10,4,1,6,9,1,2
173,2011-11-28,1,9,2,11,2011,8,3,1,6,9,1,2
174,2011-12-28,1,9,6,12,2011,5,4,1,5,9,5,2
175,2011-12-28,1,9,7,12,2011,1,2,1,4,9,1,2
176,2011-12-28,1,9,7,12,2011,3,4,1,6,9,5,2
177,2012-01-28,1,9,7,1,2012,7,3,1,8,9,1,2
178,2012-02-28,1,9,3,2,2012,9,1,1,7,9,1,4
179,2012-02-28,1,9,6,2,2012,7,1,1,4,9,1,2
180,2012-03-28,1,9,7,3,2012,10,99,1,99,9,1,2
181,2012-05-28,1,9,1,5,2012,6,3,1,14,9,3,25
182,2012-06-28,1,9,6,6,2012,9,2,1,5,9,1,2
183,2012-06-28,1,9,4,6,2012,4,4,1,4,9,1,2
184,2012-07-28,1,9,7,7,2012,11,4,1,5,9,1,2
185,2012-07-28,1,9,6,7,2012,5,4,2,1,9,3,25
186,2012-09-28,1,9,6,9,2012,11,4,1,6,9,1,2
187,2013-01-28,1,9,2,1,2013,10,4,1,14,9,3,25
188,2013-01-28,1,9,1,1,2013,2,4,1,8,9,5,2
189,2013-01-28,1,9,6,1,2013,6,1,1,7,9,1,2
190,2013-02-28,1,9,7,2,2013,11,1,1,6,9,1,2
191,2013-02-28,1,9,2,2,2013,4,3,1,12,9,4,4
192,2013-03-28,1,9,5,3,2013,3,4,1,14,9,1,2
193,2013-03-28,1,9,6,3,2013,3,4,1,2,9,1,2
194,2013-04-28,1,9,3,4,2013,3,4,1,8,9,1,2
195,2013-04-28,1,9,7,4,2013,3,3,1,10,9,1,2
196,2013-04-28,1,9,6,4,2013,11,1,2,6,9,5,99
197,2013-04-28,1,9,7,4,2013,11,4,1,6,9,1,2
198,2013-04-28,1,9,7,4,2013,11,4,1,7,9,1,4
199,2013-04-28,1,9,7,4,2013,8,99,1,4,9,9,99
200,2013-05-28,1,9,7,5,2013,1,4,2,6,9,5,2
201,2013-05-28,1,9,1,5,2013,4,4,2,4,9,1,2
202,2013-06-28,1,9,6,6,2013,8,4,1,7,9,1,2
203,2013-06-28,1,9,7,6,2013,3,4,1,13,9,5,2
204,2013-07-28,1,9,6,7,2013,11,4,1,5,9,1,2
205,2013-07-28,1,9,5,7,2013,2,4,1,7,9,1,2
206,2013-07-28,1,9,5,7,2013,12,3,1,10,9,5,2
207,2013-07-28,1,9,1,7,2013,1,1,1,4,9,1,2
208,2013-08-28,1,9,4,8,2013,8,3,1,99,9,1,2
209,2013-08-28,1,9,4,8,2013,9,1,1,10,9,4,4
210,2013-08-28,1,9,5,8,2013,7,2,1,14,9,3,25
211,2013-09-28,1,9,1,9,2013,2,2,1,10,9,5,2
212,2013-09-28,1,9,7,9,2013,6,4,1,6,9,3,25
213,2013-10-28,1,9,7,10,2013,5,4,1,6,9,5,2
214,2013-10-28,1,9,6,10,2013,4,4,1,5,9,1,2
215,2013-11-28,1,9,6,11,2013,10,4,1,5,9,1,2
216,2013-11-28,1,9,6,11,2013,10,4,1,7,9,1,2
217,2013-11-28,1,9,7,11,2013,9,4,2,99,9,1,2
218,2013-11-28,1,9,7,11,2013,9,4,1,9,9,1,2
219,2013-11-28,1,9,5,11,2013,8,4,1,10,9,1,2
220,2014-01-28,1,9,3,1,2014,7,4,1,8,1,1,2
221,2014-01-28,1,9,3,1,2014,2,4,1,4,1,1,2
222,2014-01-28,1,9,1,1,2014,6,4,1,14,1,1,1
223,2014-01-28,1,9,3,1,2014,5,3,1,5,1,1,2
224,2014-02-28,1,9,7,2,2014,10,1,1,6,1,1,2
225,2014-02-28,1,9,7,2,2014,10,1,1,7,1,1,2
226,2014-02-28,1,9,7,2,2014,10,1,1,1,2,1,2
227,2014-02-28,1,9,2,2,2014,5,4,1,6,1,5,2
228,2014-03-28,1,9,7,3,2014,7,3,1,10,1,1,2
229,2014-04-28,1,9,7,4,2014,9,3,1,7,1,1,2
230,2014-04-28,1,9,1,4,2014,8,3,1,5,1,1,2
231,2014-04-28,1,9,6,4,2014,11,99,1,6,1,1,2
232,2014-04-28,1,9,3,4,2014,12,2,1,6,1,5,2
233,2014-05-28,1,9,7,5,2014,1,4,1,6,1,1,2
234,2014-05-28,1,9,6,5,2014,8,99,1,4,1,1,2
235,2014-05-28,1,9,5,5,2014,6,3,1,4,1,1,2
236,2014-06-28,1,9,7,6,2014,9,3,2,14,3,3,25
237,2014-06-28,1,9,1,6,2014,4,1,1,4,1,6,2
238,2014-07-28,1,9,7,7,2014,5,4,1,4,1,1,2
239,2014-07-28,1,9,1,7,2014,6,4,1,11,1,5,8
240,2014-07-28,1,9,6,7,2014,3,2,1,99,1,5,2
241,2014-07-28,1,9,7,7,2014,4,3,1,12,1,1,2
242,2014-07-28,1,9,3,7,2014,7,3,1,9,1,1,2
243,2014-08-28,1,9,7,8,2014,3,3,1,13,3,3,25
244,2014-08-28,1,9,7,8,2014,10,4,1,5,1,1,2
245,2014-08-28,1,9,7,8,2014,10,4,1,7,1,1,2
246,2014-09-28,1,9,7,9,2014,12,99,1,4,3,3,25
247,2014-09-28,1,9,1,9,2014,5,3,1,8,1,6,2
248,2014-10-28,1,9,7,10,2014,12,3,1,7,1,1,2
249,2014-11-28,1,9,2,11,2014,6,3,1,4,1,1,2
250,2014-11-28,1,9,7,11,2014,3,1,1,5,1,1,1
251,2014-12-28,1,9,6,12,2014,12,4,1,5,1,6,2
252,2014-12-28,1,9,1,12,2014,2,3,1,5,1,1,2
253,2014-12-28,1,9,5,12,2014,5,3,2,7,3,3,25
254,2014-12-28,1,9,4,12,2014,12,3,1,5,1,1,2
255,2014-12-28,1,9,2,12,2014,10,3,1,5,1,6,2
256,2015-01-28,1,9,5,1,2015,2,3,1,14,3,3,25
257,2015-01-28,1,9,5,1,2015,3,3,1,7,1,1,8
258,2015-02-28,1,9,1,2,2015,3,3,1,8,1,1,2
259,2015-02-28,1,9,5,2,2015,5,3,1,5,1,5,2
260,2015-02-28,1,9,6,2,2015,5,3,1,5,1,1,2
261,2015-03-28,1,9,2,3,2015,9,3,1,6,1,1,2
262,2015-03-28,1,9,7,3,2015,4,3,1,5,1,1,2
263,2015-03-28,1,9,7,3,2015,4,3,1,5,2,1,2
264,2015-03-28,1,9,1,3,2015,12,4,1,5,1,6,2
265,2015-03-28,1,9,6,3,2015,3,3,1,14,1,1,2
266,2015-03-28,1,9,4,3,2015,4,3,1,14,3,3,25
267,2015-03-28,1,9,6,3,2015,6,3,1,11,1,1,2
268,2015-04-28,1,9,6,4,2015,5,3,1,5,1,6,2
269,2015-04-28,1,9,4,4,2015,6,3,1,14,3,3,25
270,2015-04-28,1,9,3,4,2015,4,3,1,4,1,1,2
271,2015-05-28,1,9,7,5,2015,6,2,1,11,1,1,2
272,2015-06-28,1,9,5,6,2015,6,3,1,8,1,1,2
273,2015-06-28,1,9,1,6,2015,1,3,1,10,1,1,2
274,2015-06-28,1,9,7,6,2015,5,3,1,4,1,1,2
275,2015-07-28,1,9,1,7,2015,1,3,1,6,1,1,2
276,2015-07-28,1,9,1,7,2015,2,3,1,5,1,6,2
277,2015-07-28,1,9,7,7,2015,3,3,1,6,1,1,2
278,2015-07-28,1,9,7,7,2015,3,99,1,12,1,1,2
279,2015-07-28,1,9,7,7,2015,1,3,1,4,1,5,2
280,2015-07-28,1,9,7,7,2015,1,3,1,4,2,5,2
281,2015-08-28,1,9,2,8,2015,6,3,1,1,3,3,25
282,2015-08-28,1,9,4,8,2015,8,99,1,9,1,1,2
283,2015-08-28,1,9,4,8,2015,10,3,1,6,1,6,2
284,2015-08-28,1,9,1,8,2015,9,3,1,8,1,1,2
285,2015-08-28,1,9,5,8,2015,6,3,1,4,1,1,2
286,2015-09-28,1,9,3,9,2015,6,3,1,5,1,1,2
287,2015-09-28,1,9,7,9,2015,9,3,1,5,2,6,2
288,2015-09-28,1,9,2,9,2015,7,3,2,12,3,3,25
289,2015-09-28,1,9,4,9,2015,11,3,1,14,3,3,25
290,2015-09-28,1,9,7,9,2015,12,3,1,5,1,1,2
291,2015-09-28,1,9,7,9,2015,7,3,1,5,1,1,2
292,2015-10-28,1,9,6,10,2015,6,99,1,99,1,1,2
293,2015-10-28,1,9,1,10,2015,11,3,2,10,2,1,2
294,2015-11-28,1,9,2,11,2015,5,99,1,5,1,1,2
295,2015-11-28,1,9,5,11,2015,3,3,1,5,1,5,2
296,2015-11-28,1,9,7,11,2015,8,3,1,13,3,3,25
297,2015-11-28,1,9,3,11,2015,3,99,1,4,1,1,2
298,2015-12-28,1,9,2,12,2015,8,3,1,11,1,1,2
299,2015-12-28,1,9,2,12,2015,8,3,1,5,1,5,2
300,2015-12-28,1,9,4,12,2015,12,4,2,4,2,1,2
301,2015-12-28,1,9,6,12,2015,3,3,1,99,1,1,1
302,2015-12-28,1,9,6,12,2015,9,3,1,6,1,1,1
303,2015-12-28,1,9,6,12,2015,3,3,1,99,2,1,1
304,2015-12-28,1,9,6,12,2015,9,3,1,4,2,1,1
305,2015-12-28,1,9,3,12,2015,8,3,1,14,1,1,2
306,2015-12-28,1,9,4,12,2015,4,3,2,14,3,3,25
307,2015-12-28,1,9,6,12,2015,7,3,1,10,1,1,2
308,2016-01-28,1,9,6,1,2016,12,3,1,11,1,1,2
309,2016-01-28,1,9,7,1,2016,5,3,1,9,1,1,2
310,2016-01-28,1,9,5,1,2016,9,3,1,5,1,1,2
311,2016-02-28,1,9,1,2,2016,6,3,1,10,1,1,2
312,2016-02-28,1,9,1,2,2016,11,3,2,7,2,1,2
313,2016-02-28,1,9,3,2,2016,11,99,1,4,1,1,2
314,2016-02-28,1,9,6,2,2016,11,3,1,6,2,1,2
315,2016-03-28,1,9,4,3,2016,5,3,1,5,1,1,2
316,2016-03-28,1,9,5,3,2016,6,3,1,6,1,1,2
317,2016-03-28,1,9,7,3,2016,9,3,1,7,1,1,2
318,2016-03-28,1,9,2,3,2016,8,3,1,4,1,1,2
319,2016-03-28,1,9,6,3,2016,11,4,1,10,1,5,2
320,2016-04-28,1,9,7,4,2016,12,3,1,8,1,1,2
321,2016-04-28,1,9,7,4,2016,5,3,1,14,2,1,2
322,2016-04-28,1,9,1,4,2016,8,3,1,6,1,1,2
323,2016-04-28,1,9,7,4,2016,12,3,1,5,1,1,2
324,2016-04-28,1,9,2,4,2016,11,3,1,4,1,1,2
325,2016-06-28,1,9,5,6,2016,9,3,1,7,1,1,2
326,2016-06-28,1,9,7,6,2016,10,3,1,7,1,1,2
327,2016-06-28,1,9,1,6,2016,3,3,1,5,1,1,2
328,2016-06-28,1,9,1,6,2016,3,99,1,8,3,3,25
329,2016-06-28,1,9,6,6,2016,11,3,1,5,1,1,2
330,2016-06-28,1,9,6,6,2016,8,3,2,7,2,1,2
331,2016-07-28,1,9,2,7,2016,3,3,1,4,1,1,2
332,2016-07-28,1,9,7,7,2016,11,3,1,8,1,1,2
333,2016-07-28,1,9,7,7,2016,11,3,2,7,2,1,2
334,2016-07-28,1,9,7,7,2016,11,3,1,2,2,1,2
335,2016-08-28,1,9,6,8,2016,7,3,1,4,1,1,2
336,2016-08-28,1,9,6,8,2016,4,3,1,7,1,5,99
337,2016-08-28,1,9,2,8,2016,10,3,1,5,1,5,2
338,2016-09-28,1,9,5,9,2016,10,3,1,2,3,3,25
339,2016-10-28,1,9,7,10,2016,10,3,1,7,2,1,2
340,2016-10-28,1,9,5,10,2016,4,3,1,5,1,1,2
341,2016-10-28,1,9,4,10,2016,4,3,1,10,1,1,2
342,2016-11-28,1,9,1,11,2016,7,3,1,4,1,1,2
343,2016-11-28,1,9,7,11,2016,11,3,1,6,1,1,2
344,2016-11-28,1,9,7,11,2016,12,1,1,4,1,5,2
345,2016-12-28,1,9,2,12,2016,8,3,1,7,1,1,2
346,2016-12-28,1,9,2,12,2016,9,3,1,4,1,1,2
347,2016-12-28,1,9,1,12,2016,8,3,1,14,3,3,25
348,2016-12-28,1,9,2,12,2016,7,4,2,99,2,6,1
349,2017-01-28,1,9,7,1,2017,6,1,1,14,3,3,25
350,2017-02-28,1,9,7,2,2017,7,1,1,5,1,5,2
351,2017-03-28,1,9,6,3,2017,11,1,1,6,1,6,1
352,2017-03-28,1,9,6,3,2017,10,1,1,8,1,1,2
353,2017-03-28,1,9,6,3,2017,10,1,1,6,1,1,2
354,2017-04-28,1,9,7,4,2017,9,2,1,4,1,1,2
355,2017-04-28,1,9,7,4,2017,9,2,1,8,1,1,2
356,2017-04-28,1,9,7,4,2017,9,2,1,3,2,1,2
357,2017-05-28,1,9,7,5,2017,9,1,1,6,1,1,1
358,2017-05-28,1,9,7,5,2017,1,1,1,5,1,6,2
359,2017-05-28,1,9,7,5,2017,8,3,1,7,1,1,2
360,2017-05-28,1,9,7,5,2017,4,1,1,6,1,1,2
361,2017-06-28,1,9,6,6,2017,5,1,1,11,1,1,2
362,2017-06-28,1,9,7,6,2017,5,1,1,8,1,1,2
363,2017-06-28,1,9,7,6,2017,12,3,1,9,1,5,2
364,2017-06-28,1,9,7,6,2017,4,2,1,9,1,1,2
365,2017-07-28,1,9,4,7,2017,7,1,2,9,1,6,1
366,2017-07-28,1,9,1,7,2017,1,2,1,8,1,1,2
367,2017-07-28,1,9,5,7,2017,4,1,1,8,1,5,2
368,2017-07-28,1,9,7,7,2017,4,1,2,6,1,1,2
369,2017-07-28,1,9,7,7,2017,4,1,1,7,1,5,2
370,2017-07-28,1,9,7,7,2017,2,1,2,6,2,1,2
371,2017-07-28,1,9,7,7,2017,3,2,1,4,1,1,2
372,2017-07-28,1,9,2,7,2017,99,99,1,99,3,3,25
373,2017-09-28,1,9,3,9,2017,7,1,1,6,1,1,2
374,2017-09-28,1,9,7,9,2017,8,3,2,13,2,1,2
375,2017-09-28,1,9,2,9,2017,9,1,1,6,1,1,2
376,2017-10-28,1,9,2,10,2017,10,3,1,14,3,3,25
377,2017-11-28,1,9,3,11,2017,9,1,1,6,1,1,2
378,2017-11-28,1,9,5,11,2017,4,1,1,12,1,1,2
379,2017-12-28,1,9,6,12,2017,7,1,2,7,1,1,2
380,2017-12-28,1,9,6,12,2017,4,1,1,6,1,1,2
381,2018-01-28,1,9,5,1,2018,7,3,1,99,3,3,25
382,2018-01-28,1,9,7,1,2018,11,3,1,10,3,3,25
383,2018-01-28,1,9,1,1,2018,9,1,1,99,1,1,1
384,2018-03-28,1,9,1,3,2018,9,2,1,4,1,1,2
385,2018-05-28,1,9,2,5,2018,8,3,1,8,1,1,2
386,2018-05-28,1,9,6,5,2018,7,3,1,4,1,5,2
387,2018-06-28,1,9,7,6,2018,10,1,1,7,1,1,2
388,2018-06-28,1,9,6,6,2018,12,3,1,6,1,1,2
389,2018-11-28,1,9,7,11,2018,3,4,1,99,1,1,2
390,2018-11-28,1,9,3,11,2018,4,4,1,14,1,5,2
391,2018-11-28,1,9,5,11,2018,3,3,1,99,1,1,2
392,2018-12-28,1,9,1,12,2018,1,4,1,5,1,1,2
393,2018-12-28,1,9,1,12,2018,5,3,1,99,1,1,2
394,2019-01-28,1,9,3,1,2019,3,1,1,4,1,1,2
395,2019-01-28,1,9,3,1,2019,2,1,1,99,1,1,2
396,2019-02-28,1,9,7,2,2019,2,4,1,6,1,5,2
397,2019-02-28,1,9,1,2,2019,7,99,1,99,1,1,2
398,2019-03-28,1,9,7,3,2019,12,99,2,4,2,1,2
399,2019-03-28,1,9,3,3,2019,1,1,1,99,1,1,2
400,2019-03-28,1,9,3,3,2019,1,1,1,99,2,1,2
401,2019-03-28,1,9,5,3,2019,10,3,1,3,1,1,2
402,2019-05-28,1,9,2,5,2019,9,1,1,3,3,3,25
403,2019-05-28,1,9,3,5,2019,8,3,2,12,3,3,25
404,2019-05-28,1,9,2,5,2019,8,3,1,99,1,1,2
405,2019-05-28,1,9,2,5,2019,8,3,1,99,2,1,2
406,2019-06-28,1,9,1,6,2019,12,3,1,99,1,1,2
407,2019-07-28,1,9,7,7,2019,12,99,1,6,1,6,2
408,2019-07-28,1,9,7,7,2019,3,1,1,99,2,5,3
